Masked_User_Id,1_11Score,1_12Score,2_14Score,2_15Score,3_17Score,3_18Score,1_11Grade,1_12Grade,2_14Grade,2_15Grade,3_17Grade,3_18Grade,Term,Repetitions,Dropped
stu2184,7,0,2,2,5,5,2.6,3.7,2.85,3.3,3.55,3.9,201508,0,NO
stu2187,4,9,9,10,12,8,2.3,2.45,2.6,3.25,3.25,3.85,201508,0,NO
stu2190,,,,,,,,,,,,,201508,0,YES
stu2191,9,3,0,6,4,0,3.5,4,3,3.25,3.75,0,201508,0,NO
dstu108,,,,,,,,,,,,,201508,2,YES
stu2192,0,1,6,0,2,,2.4,2.2,1.65,0.65,3.3,,201508,0,NO
stu2193,4,1,4,4,4,5,1.85,2.3,2.15,2.85,1.85,2.5,201508,0,NO
dstu109,,,,,,,,,,,,,201508,2,NO
stu2204,,,,,,,,,,,,,201508,0,YES
stu2207,4,8,3,6,5,3,2.7,2.75,2.7,2.35,2.8,3,201508,0,NO
stu2208,6,-1,3,1,6,2,2.85,2.75,3,3.55,2.5,4,201508,0,NO
stu2209,11,2,11,8,5,9,4,4,2.6,3.25,2.65,3.75,201508,0,NO
dstu110,7,,0,,,,4,,2.65,,,,201508,3,YES
stu2212,6,1,4,1,1,2,2.55,3,2.7,3.5,3.25,3.75,201508,0,YES
stu2213,,,,,,,,,,,,,201508,0,YES
stu2214,7,7,9,5,7,5,2.25,3.25,3.2,3.65,3.25,3.85,201508,0,YES
stu2216,10,5,8,7,9,1,2.05,2.6,2.55,2.95,2.65,3.35,201508,0,NO
stu2217,14,7,13,5,7,6,2.35,3.55,3.25,3.85,3.25,3.85,201508,0,NO
stu2218,-1,2,0,,,,0,4,2.95,,,,201508,0,NO
stu2220,7,3,6,1,1,0,2.4,2.65,2.85,3.5,3.35,3.75,201508,0,NO
stu2222,,,,,,,,,,,,,201508,0,YES
dstu112,,,,,,,,,,,,,201508,2,NO
stu2226,,,,,,,,,,,,,201508,0,NO
stu2229,,,,,,,,,,,,,201508,0,YES
stu2232,0,2,0,0,2,2,3.75,3.6,3.35,3.75,3.85,3.85,201508,0,NO
stu2234,6,13,6,18,3,4,2.9,3.95,3.4,4,3.7,4,201508,0,NO
stu2236,2,5,0,1,2,5,2.2,3,1.55,3.05,3.15,2.9,201508,0,NO
stu2240,1,4,4,3,5,2,2.3,3.35,2.45,3.25,2.75,3.65,201508,0,NO
dstu113,0,1,-3,0,3,4,3,3.15,1.95,2.5,2.5,2.85,201508,2,NO
stu2242,,,,,,,,,,,,,201508,0,YES
stu2243,,,,,,,,,,,,,201508,0,NO
stu2248,20,3,3,,,8,1.4,2.1,2.4,,,2.85,201508,0,NO
stu2251,0,0,0,0,0,0,3.7,3.25,3.8,3.8,2.5,3.75,201508,0,NO
stu2252,,,,,,,,,,,,,201508,0,YES
stu2253,,,,,,,,,,,,,201508,0,NO
stu2254,4,,,,,,1.45,,,,,,201508,0,NO
stu2260,4,2,-2,3,4,3,2.1,3.2,2.9,3.1,3.65,3.5,201508,0,NO
stu2261,-1,4,2,13,8,2,2.25,2.5,2.45,3.4,2.25,2.65,201508,0,NO
stu2262,,,,,,,,,,,,,201508,0,NO
stu2263,7,0,,1,,1,3,2.6,,1.5,,2.55,201508,0,NO
stu2264,2,3,6,3,6,2,0,0,2.7,3.5,3.7,3.75,201508,0,NO
stu2266,2,1,0,2,0,9,3.4,3.65,2.85,3.15,2.7,3.15,201508,0,NO
stu2269,11,6,10,7,3,3,2.7,3.75,3.05,3.75,2.6,3.95,201508,0,NO
stu2270,5,0,-1,0,5,5,4,4,3.4,3.3,3.35,3.85,201508,0,NO
stu2271,0,0,8,5,6,0,2.35,2.95,2.55,2.75,2.8,3.5,201508,0,NO
stu2277,11,5,5,7,9,,2.9,3.3,2.75,3.5,3.35,,201508,0,NO
stu2281,,,,,,,,,,,,,201508,0,NO
stu2283,11,,,,0,,2.35,,,,0,,201508,0,YES
dstu114,3,4,3,2,2,6,3.25,3.65,2.8,3.25,3.2,3.7,201508,2,NO
stu2286,3,-1,4,6,-4,-2,1.7,1.95,2.3,3.4,2.1,3,201508,0,NO
stu2288,9,1,5,5,0,0,0.35,2.5,2.35,2.6,2.1,1.3,201508,0,NO
stu2290,,,,,,,,,,,,,201508,0,NO
stu2293,-2,-2,2,8,0,-1,1.7,2.15,2.85,3.35,2.3,2.4,201508,0,NO
stu2297,,,,,,,,,,,,,201508,0,YES
stu2302,-3,2,6,0,0,-1,2.3,2.55,3.45,3.6,3.1,3.55,201508,0,NO
stu2303,4,0,7,7,7,0,2.35,0,3.45,3.5,3.15,0,201508,0,NO
stu2306,,,,,,,,,,,,,201508,0,NO
stu2309,,,,,,,,,,,,,201508,0,YES
stu2310,4,3,4,9,-1,3,2.2,3.45,2.25,3.5,2.45,2.9,201508,0,NO
stu2313,0,2,4,6,7,3,2.35,3.65,3.1,3.55,3.5,3.45,201508,0,YES
stu2315,,,,,,,,,,,,,201508,0,NO
stu2316,1,5,3,3,6,0,2.3,3,2,2.3,1.5,1.5,201508,0,NO
stu2319,-2,1,2,1,1,1,4,4,1.75,2.45,2.7,2.85,201508,0,NO
stu2322,3,-4,3,0,0,5,2.85,2.65,1.8,2.35,2.45,3.25,201508,0,NO
stu2323,3,2,3,2,11,11,2,2.85,2.45,2.5,2.55,2.1,201508,0,NO
stu2324,15,0,8,3,7,1,3.3,3.95,3.1,3.8,3.5,3.75,201508,0,NO
stu2325,,,,,,,,,,,,,201508,0,NO
stu2327,6,4,-4,3,-2,8,3.05,3.4,2.65,3.35,3.05,3.5,201508,0,NO
stu2328,,,,,,,,,,,,,201508,0,NO
stu2330,2,0,0,0,-1,1,2.4,2.6,1.95,2.15,1.45,1.7,201508,0,NO
stu2331,0,0,0,1,2,1,1.65,3.9,2,2.25,2.65,3.85,201508,0,NO
stu2333,,,,,,,,,,,,,201508,0,NO
stu2334,0,1,2,8,1,6,2.55,3.15,2.45,3.75,3.25,3.5,201508,0,NO
stu2335,,,,,,,,,,,,,201508,0,NO
stu2336,,,,,,,,,,,,,201508,0,NO
stu2339,,,,,,,,,,,,,201508,0,YES
dstu115,0,0,0,5,3,10,3.35,3.55,2.5,3.25,3.4,3.8,201508,2,NO
stu2344,1,2,3,2,9,11,3.1,3.5,2.6,3.95,3.7,3.95,201508,0,NO
stu2346,1,0,1,,5,6,3.15,2.95,1.45,,2.35,2.5,201508,0,NO
stu2347,10,2,24,7,5,5,2.8,3.3,2.35,3.65,3.15,3.35,201508,0,NO
stu2349,1,0,5,7,2,3,4,3.9,4,4,3.85,4,201508,0,NO
stu2350,0,0,0,0,0,0,3.5,3.95,3,3,3.25,3.7,201508,0,NO
stu2352,3,0,0,1,,,3.45,3.45,1.85,1.95,,,201508,0,YES
stu2355,,,,,,,,,,,,,201508,0,NO
stu2359,,,,,,,,,,,,,201508,0,NO
stu2362,,,,,,,,,,,,,201508,0,NO
stu2363,,,,,,,,,,,,,201508,0,NO
dstu116,2,3,3,3,3,5,3.4,3.15,3.95,3.8,2.2,3.8,201508,2,NO
stu2365,7,12,12,13,4,5,3,3.35,3.1,3.6,2.4,3.25,201508,0,NO
stu2366,9,6,3,0,-6,-1,1.6,2.7,2.1,1.75,1.85,2.4,201508,0,YES
stu2368,,,,,,,,,,,,,201508,0,NO
stu2369,3,2,3,2,-3,2,2.4,3.25,1.85,3.15,2.65,3.6,201508,0,NO
stu2370,,,,,,,,,,,,,201508,0,YES
stu2373,1,0,0,0,0,-1,2.75,3.95,3.25,3.95,3.4,3.45,201508,0,NO
stu2375,-4,8,15,11,10,2,1.55,3,2.1,3.2,2.9,2.7,201508,0,NO
stu2376,3,13,7,11,11,3,2.15,3.15,3.65,3.85,3.25,3.75,201508,0,NO
stu2377,-3,0,2,1,6,-1,4,4,0.9,0,1.45,1.3,201508,0,YES
stu2380,12,0,15,3,9,2,3.5,3.9,3.6,3.8,3.75,3.95,201508,0,NO
stu2381,8,3,5,3,11,0,3,2.65,1.65,1.6,2.5,2.2,201508,0,YES
dstu117,6,7,4,-3,1,,2.1,2.5,0.7,1.55,0.45,,201508,2,NO
stu2384,,,,,,,,,,,,,201508,0,NO
stu2385,4,2,1,0,-1,0,4,4,2.2,3.15,2.15,3.15,201508,0,NO
stu2386,,,,,,,,,,,,,201508,0,NO
stu2389,,,,,,,,,,,,,201508,0,YES
stu2390,6,10,4,8,12,6,2.05,2.25,2.15,2.35,2.6,3.2,201508,0,NO
stu2394,8,4,11,2,2,6,2.3,3.4,2.55,3.25,2.1,3.2,201508,0,NO
stu2395,1,4,8,12,21,6,2.7,2.9,2.25,3.35,4,4,201508,0,YES
stu2396,11,5,3,3,-2,2,2.65,3.6,2.35,3.05,1.25,2.8,201508,0,NO
dstu118,4,3,1,9,9,5,3.8,4,3.3,1.95,2.85,4,201508,2,NO
stu2398,1,3,3,7,,,2.8,2.4,2.1,2.9,,,201508,0,NO
stu2399,0,0,0,1,0,,3.2,3.6,3.35,3.45,2.5,,201508,0,NO
stu2400,-2,2,2,-1,0,2,2.2,3.05,2.05,2.7,3.05,3.35,201508,0,NO
stu2404,8,5,5,3,3,4,2.05,3.2,2.15,3.2,2.1,2.5,201508,0,NO
stu2407,10,4,8,8,10,2,2.75,3.6,2.75,3.85,3.5,3.75,201508,0,NO
stu2408,4,2,1,1,1,1,2.65,3.5,2.9,3.55,3,3.85,201508,0,NO
stu2410,,,,,,,,,,,,,201508,0,NO
stu2411,17,9,8,20,18,1,3,3.55,3.5,3.85,3.2,3.8,201508,0,NO
stu2415,11,1,8,-4,6,3,2.85,3.35,2.5,2.65,2.8,3.5,201508,0,NO
stu2418,5,9,4,3,2,-2,3.3,3.9,2.95,3.5,1.95,3.15,201508,0,NO
stu2421,0,0,0,,,0,2.65,0,3,,,3,201508,0,YES
stu2422,-2,-3,4,1,2,0,1.3,3.35,1.85,1.85,2.3,2.3,201508,0,NO
dstu119,,,,,,,,,,,,,201508,2,NO
stu2425,,,,,,,,,,,,,201508,0,NO
stu2426,4,-1,3,-3,8,3,2.3,1.55,2.1,2.5,2.9,3.5,201508,0,NO
stu2427,,,,,,,,,,,,,201508,0,NO
stu2430,0,2,4,1,-1,1,1.2,2.05,2.35,2.9,2.05,3,201508,0,NO
stu2431,,,,,,,,,,,,,201508,0,YES
stu2432,0,0,0,,,0,4,3.8,3,,,3.6,201508,0,NO
stu2435,,,,,,,,,,,,,201508,0,YES
stu2436,,,,,,,,,,,,,201508,0,YES
stu2437,,0,2,0,3,0,,4,2.8,3.3,3.4,3.85,201508,0,NO
stu2440,0,0,-3,-1,2,0,3.35,3.5,2.9,2.4,1.4,2.7,201508,0,NO
stu2441,1,0,3,1,1,9,2,2,2.55,3.15,2.6,3.45,201508,0,NO
stu2442,,,,,,,,,,,,,201508,0,NO
stu2446,0,3,-2,0,,,2.05,2.2,1.75,3.05,,,201508,0,NO
stu2449,,,,,,,,,,,,,201508,0,NO
stu2454,6,4,4,2,9,3,3.3,3.9,3.1,3.35,3.65,3.8,201508,0,NO
stu2455,-4,3,-1,5,-1,3,1.4,1.4,1.75,3,1.4,3.1,201508,0,NO
stu2456,,,,,,,,,,,,,201508,0,NO
stu2458,,,,,,,,,,,,,201508,0,NO
stu2460,4,5,10,3,11,10,3.3,4,3.05,3.55,3.55,4,201508,0,NO
stu2461,6,13,3,4,5,1,2.15,2.7,1.45,2.1,2.3,0,201508,0,NO
dstu121,,,,,,,,,,,,,201508,2,YES
stu2465,3,0,5,2,6,3,1.95,2.5,2.6,2.55,2.6,3.05,201508,0,NO
stu2473,5,2,4,2,7,,3.3,3.8,2,1.65,2.75,,201508,0,NO
stu2474,,,,,,,,,,,,,201508,0,YES
stu2475,,,,,,,,,,,,,201508,0,NO
stu2476,0,0,0,1,-5,1,0.95,2.2,2.6,2.05,1.55,1.8,201508,0,NO
stu2477,,,,,,,,,,,,,201508,0,NO
stu2478,5,0,3,2,0,9,2.75,3.45,2.4,3.05,3,3.45,201508,0,NO
stu2480,0,0,0,1,0,2,2.25,3.05,1.95,2.05,3.45,3.45,201508,0,NO
stu2481,,,,,,,,,,,,,201508,0,NO
stu2482,7,0,12,0,2,9,3.3,3.5,3.1,3.15,3.35,3.5,201508,0,NO
stu2483,,,,,,,,,,,,,201508,0,NO
stu2486,10,4,10,8,8,7,4,4,2.7,2.75,3.65,4,201508,0,NO
stu2487,9,8,13,19,5,8,2.6,3.1,3.25,3.8,3.5,4,201508,0,NO
stu2491,-2,0,9,0,2,9,2.65,3.25,2.9,3.25,3.45,3.5,201508,0,NO
stu2493,5,1,4,6,4,1,1.4,1.85,2.65,2.85,1.9,1.9,201508,0,NO
stu2494,,,,,,,,,,,,,201508,0,NO
stu2495,12,8,,,,,1.05,1.25,,,,,201508,0,YES
stu2497,0,,,,,,0,,,,,,201508,0,NO
stu2501,-3,-1,2,1,4,2,2.4,2.7,1.65,0,2.55,2.55,201508,0,NO
stu2502,1,0,2,0,3,,3.55,3.95,3.4,3.85,3.75,,201508,0,NO
stu2503,2,1,0,7,4,1,2.7,1.9,1.65,2.7,1.9,3.1,201508,0,YES
stu2506,4,1,6,-3,8,7,3.2,2.65,2.1,2.55,1.55,2.8,201508,0,NO
stu2507,,,,,,,,,,,,,201508,0,YES
stu2508,,,,,,,,,,,,,201508,0,NO
stu2510,0,0,0,,,0,3.95,3.95,3.5,,,3.8,201508,0,YES
stu2516,8,9,10,18,12,5,2,3.1,2.15,2.85,2.35,3.5,201508,0,NO
stu2517,,,0,,,,,,3.25,,,,201508,0,YES
stu2519,7,0,6,4,1,,3.5,3.85,3.25,3.65,3.2,,201508,0,NO
stu2520,,,,,,,,,,,,,201508,0,NO
stu2522,,,,,,,,,,,,,201508,0,NO
stu2523,,,,,,,,,,,,,201508,0,NO
stu2528,3,4,7,1,5,2,3.6,3.75,3,3.15,3.2,3.65,201508,0,NO
stu2529,0,0,0,3,6,-1,2.6,2.95,2.65,3.4,2.2,2.75,201508,0,NO
stu2530,4,0,6,0,10,-2,3.45,3.5,2.95,2.95,2.65,2.6,201508,0,NO
stu2531,,,,,,,,,,,,,201508,0,NO
dstu123,4,1,2,2,5,2,3.7,3.7,1.95,3.95,3.3,4,201508,3,NO
stu2532,,,,,,,,,,,,,201508,0,NO
stu2537,,,,,,,,,,,,,201508,0,NO
stu2538,5,3,13,4,14,2,2.85,3.6,2,2.85,3.4,3.95,201508,0,NO
stu2539,0,-3,-1,1,-3,3,2.65,3.15,1.75,2.85,2.8,3.45,201508,0,NO
stu2540,,,,,,,,,,,,,201508,0,NO
dstu124,1,0,-1,1,3,1,2.65,2.85,1.6,2,1.85,2.25,201508,2,NO
stu2542,12,5,5,3,3,5,2.6,2.8,2.75,3.75,2.9,3.15,201508,0,NO
stu2543,8,0,5,0,4,0,2.7,2.8,2.65,2.95,2.65,3.95,201508,0,NO
stu2544,,0,3,0,-1,,,3.25,3.15,3.45,1.35,,201508,0,NO
stu2545,,,,,,,,,,,,,201508,0,YES
stu2546,6,13,6,10,12,8,3.15,3.85,2.7,3.65,3.5,3.95,201508,0,NO
stu2551,,,,,,,,,,,,,201508,0,YES
stu2552,-5,0,13,1,-2,7,1.25,0.95,2.55,3.35,2.3,3.2,201508,0,NO
stu2554,-4,2,-2,1,4,3,2.15,3,2.5,2.5,1.9,1.95,201508,0,NO
stu2556,1,7,9,4,9,4,2.2,2.95,3.1,3.35,1.85,3,201508,0,NO
stu2559,6,0,7,4,8,4,3.2,3.8,2.85,3.55,2.65,3.6,201508,0,NO
stu2560,,,,,,,,,,,,,201508,0,NO
stu2561,,,,,,,,,,,,,201508,0,YES
dstu125,,,,,,,,,,,,,201508,2,NO
stu2562,,,,,,,,,,,,,201508,0,NO
stu2563,,,,,,,,,,,,,201508,0,NO
stu2567,7,5,13,10,7,7,4,4,3,3.15,3.2,3.55,201508,0,NO
stu2570,3,-1,0,2,3,5,2.25,3.15,2.25,2.9,2.85,3.5,201508,0,NO
stu2574,0,2,8,1,6,0,3.35,3.6,3.1,3.1,3,3.25,201508,0,NO
stu2577,6,7,6,3,10,3,1.95,3.45,2.5,3.35,2.7,3.45,201508,0,NO
stu2578,2,0,7,0,0,9,2.45,2.9,2.7,2,2.8,3.45,201508,0,YES
stu2579,,,,,,,,,,,,,201508,0,NO
stu2580,,,,,,,,,,,,,201508,0,NO
dstu126,,,,,,,,,,,,,201508,2,YES
stu2581,4,-4,2,1,1,5,0.6,1.45,1.35,2.3,1.3,2,201508,0,NO
stu2583,0,0,0,1,2,0,3.3,3.35,3.8,3.8,3.6,3.75,201508,0,YES
dstu127,,,,,,,,,,,,,201508,2,YES
stu2586,1,5,4,12,6,11,3.35,3.9,2.7,3.9,3.7,3.95,201508,0,NO
stu2587,,,,,,,,,,,,,201508,0,NO
dstu128,16,7,12,4,25,4,2.5,3.2,2.15,3.55,2.85,3.65,201508,2,NO
stu2590,6,7,8,1,12,6,2.55,2.6,2.1,0,3.05,3.55,201508,0,NO
stu2592,,,,,,,,,,,,,201508,0,NO
stu2593,4,2,1,-3,17,4,2.55,1.7,1.8,2.1,2.25,3.2,201508,0,NO
stu2596,5,9,9,8,14,1,2.7,3.35,2.65,3.45,2.45,2.85,201508,0,NO
stu2601,,,,,,,,,,,,,201508,0,NO
stu2602,,,,,,,,,,,,,201508,0,YES
stu2603,7,6,8,6,7,2,2.45,3,1.9,2.6,1.4,2.1,201508,0,YES
stu2607,3,0,,1,,0,2.55,3.85,,3.05,,3.75,201508,0,NO
dstu129,0,0,0,0,0,0,3,2.5,2.15,3,2.35,3,201508,2,NO
stu2608,,,,,,,,,,,,,201508,0,YES
stu2610,-1,1,5,1,2,1,2,3.45,2.4,3.05,3.15,3.75,201508,0,YES
stu2611,3,-2,-1,1,3,1,1.2,2.35,1.8,2.5,2,2.65,201508,0,NO
stu2615,3,6,3,2,13,3,1.8,2.35,2.35,2.7,2.6,3.35,201508,0,YES
stu2616,0,1,2,2,4,5,3.6,4,2.3,3.85,2.5,3.15,201508,0,NO
stu2619,6,0,4,8,5,0,2.65,0,2.5,2.6,3.2,0,201508,0,NO
stu2623,1,2,4,0,2,0,2.7,3.25,2.2,2.9,3.05,2.95,201508,0,NO
stu2624,9,1,0,6,15,7,3.3,3.95,2.9,3.75,3.55,3.8,201508,0,NO
stu2625,,,,,,,,,,,,,201508,0,NO
stu2626,,1,3,1,3,1,,3.55,2.8,2.45,2.25,2.1,201508,0,NO
stu2627,4,-1,3,5,1,3,2.5,3.2,3.1,3.45,2.2,2.35,201508,0,NO
stu2629,,,,,,,,,,,,,201508,0,YES
stu2630,1,5,1,12,0,1,2.25,2.85,2,2.95,1.15,2.55,201508,0,NO
stu2631,8,4,7,7,11,7,2.45,2.8,3.3,3.15,3.2,3.3,201508,0,NO
stu2633,-2,0,1,-4,0,-4,2,2.6,2.65,2.15,2.35,1.9,201508,0,NO
stu2635,4,1,0,2,0,2,1.95,2.5,1.95,2.7,2.65,3.3,201508,0,NO
stu2636,,,,,,,,,,,,,201508,0,NO
stu2637,2,6,5,8,12,4,2.15,2.85,1.65,3.25,3.1,4,201508,0,YES
stu2638,6,0,-2,9,11,1,3.1,3.15,1.85,3.8,2.85,3.45,201508,0,NO
stu2639,7,8,7,7,-3,2,2.75,3.45,2.65,3.8,2.35,3.55,201508,0,NO
stu2641,,,,,,,,,,,,,201508,0,YES
stu2643,,1,2,4,3,3,,2.75,0.55,1.8,2.9,3.75,201508,0,NO
stu2644,5,7,1,18,4,4,2.8,2.45,1.95,3.45,3.25,3.7,201508,0,NO
stu2645,,,,,,,,,,,,,201508,0,NO
stu2646,-1,-1,-1,-5,0,0,1.9,2.45,0,1.4,1.65,2.45,201508,0,NO
stu2647,9,6,2,3,7,,2.5,3.05,2.5,3.4,2.65,,201508,0,NO
stu2648,5,8,4,5,5,0,1.45,2.3,1.7,2.7,2.7,3.2,201508,0,NO
stu2651,29,4,4,4,9,9,3.5,3.9,3.3,3.75,3.45,3.95,201508,0,NO
stu2654,,,,,,,,,,,,,201508,0,NO
stu2655,-2,0,5,15,5,2,3.1,3.55,3.85,3.85,2.8,3.05,201508,0,NO
dstu132,4,4,8,8,16,5,2.85,2.9,3.3,3.95,3.4,4,201508,2,NO
dstu133,6,2,5,,7,5,4,4,0.65,,0.75,1.65,201508,2,NO
stu2656,11,1,8,2,6,4,2.8,3.6,2.9,3.6,2.5,2,201508,0,NO
stu2659,13,0,4,1,4,4,2.8,3.15,3,3.25,3.15,3.45,201508,0,NO
stu2660,,,,,,,,,,,,,201508,0,NO
stu2662,1,1,2,4,4,7,3.25,3.15,3.6,3.8,4,3.65,201508,0,NO
stu2663,,,,,,,,,,,,,201508,0,NO
stu2664,0,0,,,,,3.05,3.6,,,,,201508,0,YES
stu2665,2,0,,,,,2,2.1,,,,,201508,0,NO
stu2666,,,,,,,,,,,,,201508,0,NO
stu2667,4,6,6,3,12,3,2.55,2.8,1.8,2.55,3.4,3.75,201508,0,NO
stu2668,11,9,11,12,9,8,3.15,3.8,2.25,3.35,2.5,3.3,201508,0,NO
stu2670,,,0,,,,,,2.3,,,,201508,0,YES
stu2671,1,10,4,5,6,5,2.6,3.3,2.95,3.75,3.35,3.95,201508,0,NO
stu2672,6,3,0,5,3,-2,1.9,2.8,1.4,2.5,1.6,2,201508,0,NO
stu2673,7,4,5,4,2,6,2.5,2.75,3.1,3.6,2.8,3.9,201508,0,NO
stu2674,,,,,,,,,,,,,201508,0,YES
stu2678,,,,,,,,,,,,,201508,0,NO
stu2679,0,2,2,6,1,8,0,1.75,1.15,2.05,1.65,2.4,201508,0,NO
dstu135,4,-4,7,3,-3,7,2.5,2.95,2.45,2.65,2.25,2.7,201508,2,NO
stu2681,6,6,4,1,7,6,2.05,4,3.5,3.95,2.7,4,201508,0,NO
stu2682,1,0,4,8,0,2,2.5,3.5,2.75,3.35,3.5,3.85,201508,0,NO
stu2684,-1,0,-2,0,1,8,2.6,2.6,0.25,1.85,1.7,3.1,201508,0,NO
stu2685,4,1,-4,6,5,2,0,0,1.7,2.3,2,3.3,201508,0,NO
stu2687,-2,1,0,-2,2,-1,2.8,3.3,2.85,2.95,2.9,3.05,201508,0,YES
stu2688,,,,,,,,,,,,,201508,0,YES
stu2690,,,,,,,,,,,,,201508,0,YES
stu2691,13,6,3,2,5,3,2.4,2.45,0.95,2.05,1.65,1.5,201508,0,YES
stu2694,,,,,,0,,,,,,4,201508,0,YES
stu2695,,,,,,,,,,,,,201508,0,YES
stu2696,4,0,1,3,8,2,1.6,3.3,2.1,2.65,3.5,3.65,201508,0,YES
stu2699,8,4,4,9,11,4,0,0,2.5,3.1,2.3,3.95,201508,0,NO
stu2700,,,,,,,,,,,,,201508,0,YES
stu2703,5,3,1,2,,0,1.9,2.4,1.7,2.45,,0,201508,0,NO
stu2707,3,0,,,2,1,1.8,2,,,0.6,1.5,201508,0,YES
stu2709,,,,,,,,,,,,,201508,0,NO
stu2713,2,2,1,1,5,3,3,3.35,3,3,2.65,3.8,201508,0,NO
stu2715,9,6,4,6,3,5,2.25,3.15,1.85,3,2,2.8,201508,0,NO
stu2720,,,,,,,,,,,,,201508,0,NO
stu2721,,,,,,,,,,,,,201508,0,NO
stu2722,-2,0,-1,2,5,-8,2.6,2.55,2.35,2.05,2.35,2.4,201508,0,NO
stu2723,,,,,,,,,,,,,201508,0,NO
stu2726,,-3,1,0,0,0,,3.3,1.2,2.3,0,2.15,201508,0,NO
stu2730,11,3,4,4,8,5,2.3,3,2.25,3.1,2.75,3.5,201508,0,NO
stu2731,,,,,,,,,,,,,201508,0,YES
stu2732,10,7,8,11,14,5,3,3.75,3.5,3.75,3.15,3.85,201508,0,NO
stu2738,-2,4,0,-2,1,5,1.95,3,2.4,3.05,2.5,3.35,201508,0,NO
stu2739,4,-1,-9,3,7,3,0,0,1.6,2.7,2.75,3.2,201508,0,NO
stu2740,,,,,,,,,,,,,201508,0,YES
stu2741,5,6,7,6,11,3,2.35,3.65,2.15,2.55,2.9,3.65,201508,0,NO
stu2742,4,-1,0,-2,0,8,4,4,2.2,2.6,1.3,2.35,201508,0,YES
stu2744,3,1,17,12,7,3,0.65,2.25,1.95,2.35,0.9,1.8,201508,0,YES
stu2745,10,-2,4,2,10,7,2.55,2.95,2.8,2.9,2.05,3.3,201508,0,NO
stu2746,,,,,,,,,,,,,201508,0,NO
stu2748,6,4,4,3,1,1,4,4,1.55,2.2,1.95,2.75,201508,0,NO
stu2750,,,,,,,,,,,,,201508,0,NO
stu2752,6,8,3,8,8,5,1.7,3.5,2.35,3.2,2.4,2.75,201508,0,NO
stu2754,10,0,-1,2,3,0,3.1,0,1.65,2.7,2.25,0,201508,0,NO
stu2755,-2,3,0,5,4,2,3.2,3.5,2.65,3.3,2.85,3.25,201508,0,NO
stu2756,6,22,3,10,10,5,1.45,2.35,2.25,2.75,3.25,3.5,201508,0,NO
stu2757,,,,,,,,,,,,,201508,0,YES
stu2758,,,,,,,,,,,,,201508,0,YES
stu2760,7,2,3,,,,2.7,2.6,1.75,,,,201508,0,NO
stu2761,5,12,7,6,7,1,2.45,2.85,1.95,2.95,2.4,2.45,201508,0,NO
stu2762,-3,1,4,1,1,-1,1.7,2.6,2.1,2.5,2.8,3.5,201508,0,YES
stu2765,,,,,,,,,,,,,201508,0,YES
stu2767,,,,,,,,,,,,,201508,0,NO
stu2768,,0,4,3,2,0,,3.35,2.45,3.05,2.8,3.5,201508,0,NO
stu2771,1,1,,,,,1.3,0,,,,,201508,0,YES
stu2773,,,,,,,,,,,,,201508,0,YES
stu2775,,,,,,,,,,,,,201508,0,NO
stu2776,-2,0,0,0,0,,3.45,3.95,3.5,3.85,3.9,,201508,0,YES
stu2779,2,,,,,,4,,,,,,201508,0,YES
dstu138,2,1,-2,-1,-1,-4,0.9,1.95,1.3,1.35,1.05,1.4,201508,2,YES
stu2781,-1,0,-1,3,10,6,2.25,2.35,1.9,3.1,2.7,3.85,201508,0,NO
stu2785,,,,,,0,,,,,,4,201508,0,YES
stu2786,3,1,6,2,5,-1,0,0,2.8,2.5,2.8,3.2,201508,0,NO
stu2787,6,1,4,4,8,2,3.5,3.9,3.4,3.85,3.3,3.85,201508,0,NO
stu2789,7,-1,-1,8,1,3,4,4,1,2.2,1.1,1.6,201508,0,NO
stu2790,,,,,,,,,,,,,201508,0,YES
stu2791,1,0,0,,0,,2.55,3.5,2.7,,2.35,,201508,0,NO
stu2796,2,4,1,4,4,4,2.2,2.4,1.7,2.2,2.05,1.4,201508,0,NO
stu2799,,,,,,,,,,,,,201508,0,YES
stu2800,,,,,,,,,,,,,201508,0,YES
stu2801,,,,,,,,,,,,,201508,0,NO
stu2802,7,0,1,2,3,0,1,0,2.4,2.25,2.65,0,201508,0,NO
stu2806,,,,,,,,,,,,,201508,0,YES
stu2807,2,3,5,1,0,-3,2.85,3.65,3,3,2.95,2.95,201508,0,NO
stu2809,-2,1,0,4,5,2,1.9,3.1,1.75,3,2.3,2.9,201508,0,NO
stu2811,,,,,,,,,,,,,201508,0,YES
stu2813,,,,,,,,,,,,,201508,0,NO
stu2814,8,1,1,-1,1,4,2.95,3.5,1.1,1.1,1.6,1.7,201508,0,NO
stu2815,4,5,-1,0,0,1,3.35,3.65,2.6,3.45,3.2,3.2,201508,0,NO
stu2816,0,0,0,0,0,0,3.2,2.8,2.2,3,2.75,3.1,201508,0,NO
stu2817,,,,,,,,,,,,,201508,0,NO
dstu139,,,,,,,,,,,,,201508,3,YES
stu2823,2,0,6,1,3,9,2.65,3.6,2.85,3.25,2.85,3.5,201508,0,YES
stu2824,,,,,,,,,,,,,201508,0,NO
stu2825,1,2,5,0,0,1,2.9,3.65,2.45,3.2,3.05,3.3,201508,0,NO
stu2826,12,5,10,5,8,4,2.65,3.5,3.25,3.85,3.25,3.85,201508,0,NO
